incident_id,name_of_covered_entity,state,business_associate_involved,individuals_affected,date_of_breach,type_of_breach,location_of_breached_information,date_posted_or_updated,information_breached,entity,organization_type,method
1176,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Friend Finder Networks,web,poor security / hacked
1177,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Funimation,web,hacked
1178,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Formspring,web,accidentally published
1179,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Unknown,personal and demographic data about residents and their properties of US,Poor security
1180,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Gamigo,web,hacked
1181,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Gap Inc.,retail,lost / stolen computer
1182,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Gawker,web,hacked
1183,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Global Payments,financial,hacked
1184,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Gmail,web,hacked
1185,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Google Plus,social network,poor security
1186,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Greek government,government,hacked
1187,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Grozio Chirurgija,healthcare,hacked
1188,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",GS Caltex,energy,inside job
1189,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Gyft,web,hacked
1190,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Hannaford Brothers Supermarket Chain,retail,hacked
1191,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",HauteLook,retail,hacked
1192,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Health Net,healthcare,lost / stolen media
1193,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Health Net — IBM,healthcare,lost / stolen media
1194,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Health Sciences Authority (Singapore),healthcare,poor security
1195,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Health Service Executive,healthcare,unknown
1196,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Heartland,financial,hacked
1197,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Heathrow Airport,transport,lost / stolen media
1198,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Hewlett Packard,"tech, retail",lost / stolen media
1199,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Hilton Hotels,hotel,hacked
1200,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Home Depot,retail,hacked
1201,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Honda Canada,retail,poor security
1202,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Hyatt Hotels,hotel,hacked
1203,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Iberdrola,energy,poor security
1204,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Instagram,social network,poor security
1205,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Internal Revenue Service,financial,hacked
1206,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",International Committee of the Red Cross,humanitarian,unknown
1207,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Inuvik hospital,healthcare,inside job
1208,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions","Iranian banks (three: Saderat, Eghtesad Novin, and Saman)",financial,hacked
1209,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Japan Pension Service,special public corporation,hacked
1210,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Japanet Takata,shopping,inside job
1211,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions","Jefferson County, West Virginia",government,accidentally published
1212,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",JP Morgan Chase,financial,lost / stolen media
1213,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",JP Morgan Chase,financial,hacked
1214,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Justdial,local search,unprotected api
1215,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",KDDI,telecoms,hacked
1216,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Kirkwood Community College,academic,hacked
1217,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",KM.RU,web,hacked
1218,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Koodo Mobile,mobile carrier,hacked
1219,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Korea Credit Bureau,financial,inside job
1220,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Kroll Background America,tech,hacked
1221,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",KT Corporation,telecoms,hacked
1222,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",LexisNexis,tech,hacked
1223,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions","Landry's, Inc.",restaurant,hacked
1224,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Les Éditions Protégez-vous,publisher (magazine),unknown
1225,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",LifeLabs,healthcare,hacked
1226,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Lincoln Medical & Mental Health Center,healthcare,lost / stolen media
1227,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions","LinkedIn, eHarmony, Last.fm",web,accidentally published
1228,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Living Social,web,hacked
1229,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",MacRumors.com,web,hacked
1230,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Mandarin Oriental Hotels,hotel,hacked
1231,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Marriott International,hotel,hacked
1232,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Marriott International,hotel,poor security/inside job
1233,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Massachusetts Government,government,poor security
1234,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Massive American business hack including 7-Eleven and Nasdaq,financial,hacked
1235,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",US Medicaid,"government, healthcare",hacked
1236,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Medical Informatics Engineering,healthcare,hacked
1237,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Memorial Healthcare System,healthcare,lost / stolen media
1238,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Michaels,retail,hacked
1239,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Microsoft,tech,data exposed by misconfiguration
1240,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Microsoft Exchange servers,software,zero-day vulnerabilities
1241,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Militarysingles.com,"web, military",accidentally published
1242,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Ministry of Education (Chile),government,accidentally published
1243,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Ministry of Health (Singapore),healthcare,poor security/inside job
1244,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Mitsubishi Tokyo UFJ Bank,financial,intentionally lost
1245,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",MongoDB,tech,poor security
1246,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",MongoDB,tech,poor security
1247,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Mobile TeleSystems (MTS),telecommunications,misconfiguration/poor security
1248,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Monster.com,web,hacked
1249,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Morgan Stanley Smith Barney,financial,lost / stolen media
1250,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Morinaga Confectionery,online shopping,ransomware hacked
1251,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Mozilla,web,poor security
1252,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",MyHeritage,genealogy,unknown
1253,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",NASDAQ,financial,hacked
1254,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Natural Grocers,retail,hacked
1255,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions","NEC Networks, LLC",healthcare,hacked
1256,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Neiman Marcus,retail,hacked
1257,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Nemours Foundation,healthcare,lost / stolen media
1258,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Network Solutions,tech,hacked
1259,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",New York City Health & Hospitals Corp.,healthcare,lost / stolen media
1260,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",New York State Electric & Gas,energy,inside job
1261,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",New York Taxis,transport,poor security
1262,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Nexon Korea Corp,web,hacked
1263,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",NHS,healthcare,lost / stolen media
1264,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Nintendo (Club Nintendo),gaming,hacked
1265,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Nintendo (Nintendo Account),gaming,hacked
1266,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Nippon Television,media,hacked
1267,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Nival Networks,gaming,hacked
1268,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Norwegian Tax Administration,government,accidentally published
1269,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Now:Pensions,financial,rogue contractor
1270,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Ofcom,telecom,inside job
1271,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",US Office of Personnel Management,government,hacked
1272,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Office of the Texas Attorney General,government,accidentally published
1273,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Ohio State University,academic,hacked
1274,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Orbitz,web,hacked
1275,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Oregon Department of Transportation,government,poor security
1276,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",OVH,web,hacked
1277,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Patreon,web,hacked
1278,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",PayPay,QR code payment,"improper setting, hacked"
1279,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Popsugar,fashion,hacked
1280,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Premera,healthcare,hacked
1281,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Puerto Rico Department of Health,healthcare,hacked
1282,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Quest Diagnostics,Clinical Laboratory,poor security
1283,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Quora,Question & Answer,hacked
1284,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Rakuten,web,"improper setting, hacked"
1285,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Rambler.ru,web,hacked
1286,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",RBS Worldpay,financial,hacked
1287,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Reddit,web,hacked
1288,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Restaurant Depot,retail,hacked
1289,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",RockYou!,"web, gaming",hacked
1290,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Rosen Hotels,hotel,hacked
1291,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions","Sakai City, Japan",government,inside job
1292,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",San Francisco Public Utilities Commission,government,hacked
1293,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Scottrade,financial,hacked
1294,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Scribd,web,hacked
1295,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions","Seacoast Radiology, PA",healthcare,hacked
1296,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Sega,gaming,hacked
1297,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Service Personnel and Veterans Agency (UK),government,lost / stolen media
1298,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",ShopBack,tech,hacked
1299,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",SingHealth,"government, database",hacked
1300,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Slack,tech,poor security
1301,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",SlickWraps,phone accessories,poor security
1302,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",SnapChat,"web, tech",hacked
1303,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",SolarWinds,Network Monitoring,hacked
1304,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Sony Online Entertainment,gaming,hacked
1305,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Sony Pictures,web,hacked
1306,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Sony Pictures,media,hacked
1307,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Sony PlayStation Network,gaming,hacked
1308,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",South Africa police,government,hacked
1309,UnitedHealth Group health plan single affiliated covered entity,CA,MedAssets,10000,1/11/12,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",South Carolina Government,healthcare,inside job
